uri, type, function, detail
./utilmy/zutil.py:pd_h5_tableinfo, function, store.get_storer, [CLASS]: store:get_storer
./utilmy/zutil.py:pd_h5_dumpinfo, function, pd.HDFStore, [CLASS]: pd:HDFStore
./utilmy/zutil.py:pd_h5_dumpinfo, function, list, [built-In]:list
./utilmy/zutil.py:pd_h5_dumpinfo, function, pd.DataFrame, [CLASS]: pd:DataFrame
./utilmy/zutil.py:pd_h5_dumpinfo, function, extract.append, [CLASS]: extract:append
./utilmy/zutil.py:pd_h5_dumpinfo, function, datetime_tostring, datetime_tostring
./utilmy/zutil.py:pd_h5_dumpinfo, function, errsym.append, [CLASS]: errsym:append
./utilmy/zutil.py:pd_h5_dumpinfo, function, np.array, [CLASS]: np:array
./utilmy/zutil.py:pd_h5_save, function, pd.HDFStore, [CLASS]: pd:HDFStore
./utilmy/zutil.py:pd_h5_save, function, store.append, [CLASS]: store:append
./utilmy/zutil.py:pd_h5_save, function, store.close, [CLASS]: store:close
./utilmy/zutil.py:pd_h5_load, function, pd.read_hdf, [CLASS]: pd:read_hdf
./utilmy/zutil.py:pd_h5_load, function, pd.DataFrame, [CLASS]: pd:DataFrame
./utilmy/zutil.py:pd_h5_fromcsv_tohdfs, function, os_file_listall, os_file_listall
./utilmy/zutil.py:pd_h5_fromcsv_tohdfs, function, pd.HDFStore, [CLASS]: pd:HDFStore
./utilmy/zutil.py:pd_h5_fromcsv_tohdfs, function, enumerate, [built-In]:enumerate
./utilmy/zutil.py:pd_h5_fromcsv_tohdfs, function, pd.read_csv, [CLASS]: pd:read_csv
./utilmy/zutil.py:pd_h5_fromcsv_tohdfs, function, print, [built-In]:print
./utilmy/zutil.py:pd_h5_fromcsv_tohdfs, function, store.append, [CLASS]: store:append
./utilmy/zutil.py:pd_h5_fromcsv_tohdfs, function, store.close, [CLASS]: store:close
./utilmy/zutil.py:pd_h5_fromcsv_tohdfs, function, os_file_exist, os_file_exist
./utilmy/zutil.py:pd_np_toh5file, function, pd.DataFrame, [CLASS]: pd:DataFrame
./utilmy/zutil.py:pd_np_toh5file, function, pd.HDFStore, [CLASS]: pd:HDFStore
./utilmy/zutil.py:pd_np_toh5file, function, st.append, [CLASS]: st:append
./utilmy/zutil.py:datetime_tostring, function, isinstance, [built-In]:isinstance
./utilmy/zutil.py:datetime_tostring, function, datelist1.strftime, [CLASS]: datelist1:strftime
./utilmy/zutil.py:datetime_tostring, function, pd.to_datetime, [CLASS]: pd:to_datetime
./utilmy/zutil.py:datetime_tostring, function, t.strftime, [CLASS]: t:strftime
./utilmy/zutil.py:datetime_tostring, function, date2.append, [CLASS]: date2:append
./utilmy/zutil.py:date_remove_bdays, function, isint, isint
./utilmy/zutil.py:date_remove_bdays, function, dateint_todatetime, dateint_todatetime
./utilmy/zutil.py:date_remove_bdays, function, datetime.timedelta, [CLASS]: datetime:timedelta
./utilmy/zutil.py:date_remove_bdays, function, current_date.weekday, [CLASS]: current_date:weekday
./utilmy/zutil.py:date_remove_bdays, function, datetime_toint, datetime_toint
./utilmy/zutil.py:date_add_bdays, function, isint, isint
./utilmy/zutil.py:date_add_bdays, function, dateint_todatetime, dateint_todatetime
./utilmy/zutil.py:date_add_bdays, function, datetime.timedelta, [CLASS]: datetime:timedelta
./utilmy/zutil.py:date_add_bdays, function, current_date.weekday, [CLASS]: current_date:weekday
./utilmy/zutil.py:date_add_bdays, function, datetime_toint, datetime_toint
./utilmy/zutil.py:datenumpy_todatetime, function, type, [built-In]:type
./utilmy/zutil.py:datetime_tonumpydate, function, np.datetime64, [CLASS]: np:datetime64
./utilmy/zutil.py:datestring_todatetime, function, isinstance, [built-In]:isinstance
./utilmy/zutil.py:datestring_todatetime, function, parser.parse, [CLASS]: parser:parse
./utilmy/zutil.py:datestring_todatetime, function, date2.append, [CLASS]: date2:append
./utilmy/zutil.py:datetime_toint, function, isinstance, [built-In]:isinstance
./utilmy/zutil.py:datetime_toint, function, int, [built-In]:int
./utilmy/zutil.py:datetime_toint, function, date2.append, [CLASS]: date2:append
./utilmy/zutil.py:date_add_bday, function, isint, isint
./utilmy/zutil.py:date_add_bday, function, dateint_todatetime, dateint_todatetime
./utilmy/zutil.py:date_add_bday, function, datetime.timedelta, [CLASS]: datetime:timedelta
./utilmy/zutil.py:date_add_bday, function, current_date.weekday, [CLASS]: current_date:weekday
./utilmy/zutil.py:date_add_bday, function, datetime_toint, datetime_toint
./utilmy/zutil.py:dateint_todatetime, function, isinstance, [built-In]:isinstance
./utilmy/zutil.py:dateint_todatetime, function, parser.parse, [CLASS]: parser:parse
./utilmy/zutil.py:dateint_todatetime, function, date2.append, [CLASS]: date2:append
./utilmy/zutil.py:date_diffinday, function, dateint_todatetime, dateint_todatetime
./utilmy/zutil.py:date_diffinbday, function, dateint_todatetime, dateint_todatetime
./utilmy/zutil.py:date_diffinbday, function, d1.date, [CLASS]: d1:date
./utilmy/zutil.py:date_diffinbday, function, d2.date, [CLASS]: d2:date
./utilmy/zutil.py:date_diffinbday, function, np.busday_count, [CLASS]: np:busday_count
./utilmy/zutil.py:date_gencalendar, function, CustomBusinessDay, CustomBusinessDay
./utilmy/zutil.py:date_gencalendar, function, np.array, [CLASS]: np:array
./utilmy/zutil.py:date_finddateid, function, np_findfirst, np_findfirst
./utilmy/zutil.py:datestring_toint, function, isinstance, [built-In]:isinstance
./utilmy/zutil.py:datestring_toint, function, int, [built-In]:int
./utilmy/zutil.py:datestring_toint, function, date2.append, [CLASS]: date2:append
./utilmy/zutil.py:date_now, function, datetime.now, [CLASS]: datetime:now
./utilmy/zutil.py:date_now, function, date_add_bdays, date_add_bdays
./utilmy/zutil.py:date_now, function, date_remove_bdays, date_remove_bdays
./utilmy/zutil.py:date_now, function, str, [built-In]:str
./utilmy/zutil.py:date_now, function, date_nowtime, date_nowtime
./utilmy/zutil.py:date_now, function, datetime.today, [CLASS]: datetime:today
./utilmy/zutil.py:date_now, function, d.strftime, [CLASS]: d:strftime
./utilmy/zutil.py:date_nowtime, function, datetime.today, [CLASS]: datetime:today
./utilmy/zutil.py:date_nowtime, function, d.strftime, [CLASS]: d:strftime
./utilmy/zutil.py:date_generatedatetime, function, datestring_todatetime, datestring_todatetime
./utilmy/zutil.py:date_generatedatetime, function, date_add_bdays, date_add_bdays
./utilmy/zutil.py:date_generatedatetime, function, datetime.timedelta, [CLASS]: datetime:timedelta
./utilmy/zutil.py:date_generatedatetime, function, list, [built-In]:list
./utilmy/zutil.py:date_generatedatetime, function, np.array, [CLASS]: np:array
./utilmy/zutil_features.py:log, function, print, [built-In]:print
./utilmy/zutil_features.py:log, function, log2, log2
./utilmy/zutil_features.py:log, function, log3, log3
./utilmy/zutil_features.py:log2, function, print, [built-In]:print
./utilmy/zutil_features.py:log3, function, print, [built-In]:print
./utilmy/zutil_features.py:os_get_function_name, function, sys._getframe, [CLASS]: sys:_getframe
./utilmy/zutil_features.py:pa_read_file, function, hdfs.ls, [CLASS]: hdfs:ls
./utilmy/zutil_features.py:pa_read_file, function, glob.glob, [CLASS]: glob:glob
./utilmy/zutil_features.py:pa_read_file, function, fi.split, [CLASS]: fi:split
./utilmy/zutil_features.py:pa_read_file, function, print, [built-In]:print
./utilmy/zutil_features.py:pa_read_file, function, pq.read_table, [CLASS]: pq:read_table
./utilmy/zutil_features.py:pa_read_file, function, arr_table.to_pandas, [CLASS]: arr_table:to_pandas
./utilmy/zutil_features.py:pa_read_file, function, gc.collect, [CLASS]: gc:collect
./utilmy/zutil_features.py:pa_read_file, function, pd.concat, [CLASS]: pd:concat
./utilmy/zutil_features.py:pa_read_file, function, len, [built-In]:len
./utilmy/zutil_features.py:pa_read_file, function, dfall.head, [CLASS]: dfall:head
./utilmy/zutil_features.py:pa_write_file, function, hdfs.rm, [CLASS]: hdfs:rm
./utilmy/zutil_features.py:pa_write_file, function, hdfs.mkdir, [CLASS]: hdfs:mkdir
./utilmy/zutil_features.py:pa_write_file, function, pq.write_to_dataset, [CLASS]: pq:write_to_dataset
./utilmy/zutil_features.py:pa_write_file, function, hdfs.ls, [CLASS]: hdfs:ls
./utilmy/zutil_features.py:pa_write_file, function, print, [built-In]:print
./utilmy/zutil_features.py:pa_write_file, function, os.removedirs, [CLASS]: os:removedirs
./utilmy/zutil_features.py:pa_write_file, function, os.makedirs, [CLASS]: os:makedirs
./utilmy/zutil_features.py:pa_write_file, function, os.listdir, [CLASS]: os:listdir
./utilmy/zutil_features.py:test_get_classification_data, function, make_classification, make_classification
./utilmy/zutil_features.py:test_get_classification_data, function, range, [built-In]:range
./utilmy/zutil_features.py:test_get_classification_data, function, pd.DataFrame, [CLASS]: pd:DataFrame
./utilmy/zutil_features.py:test_get_classification_data, function, np.arange, [CLASS]: np:arange
./utilmy/zutil_features.py:test_get_classification_data, function, len, [built-In]:len
./utilmy/zutil_features.py:test_get_classification_data, function, dfX.set_index, [CLASS]: dfX:set_index
./utilmy/zutil_features.py:test_get_classification_data, function, dfy.set_index, [CLASS]: dfy:set_index
./utilmy/zutil_features.py:params_check, function, isinstance, [built-In]:isinstance
./utilmy/zutil_features.py:params_check, function, Exception, Exception
./utilmy/zutil_features.py:save_features, function, os.makedirs, [CLASS]: os:makedirs
./utilmy/zutil_features.py:save_features, function, isinstance, [built-In]:isinstance
./utilmy/zutil_features.py:save_features, function, log, log
./utilmy/zutil_features.py:save_features, function, list, [built-In]:list
./utilmy/zutil_features.py:save_features, function, df0.to_parquet, [CLASS]: df0:to_parquet
./utilmy/zutil_features.py:load_features, function, pd.read_parquet, [CLASS]: pd:read_parquet
./utilmy/zutil_features.py:load_features, function, log, log
./utilmy/zutil_features.py:save_list, function, os.makedirs, [CLASS]: os:makedirs
./utilmy/zutil_features.py:save_list, function, log, log
./utilmy/zutil_features.py:save_list, function, pickle.dump, [CLASS]: pickle:dump
./utilmy/zutil_features.py:save_list, function, open, [built-In]:open
./utilmy/zutil_features.py:save, function, os.makedirs, [CLASS]: os:makedirs
./utilmy/zutil_features.py:save, function, isinstance, [built-In]:isinstance
./utilmy/zutil_features.py:save, function, log, log
./utilmy/zutil_features.py:save, function, list, [built-In]:list
./utilmy/zutil_features.py:save, function, df0.to_parquet, [CLASS]: df0:to_parquet
./utilmy/zutil_features.py:load, function, pd.read_parquet, [CLASS]: pd:read_parquet
./utilmy/zutil_features.py:load, function, log, log
./utilmy/zutil_features.py:pd_read_file, function, ThreadPool, ThreadPool
./utilmy/zutil_features.py:pd_read_file, function, glob.glob, [CLASS]: glob:glob
./utilmy/zutil_features.py:pd_read_file, function, pd.DataFrame, [CLASS]: pd:DataFrame
./utilmy/zutil_features.py:pd_read_file, function, len, [built-In]:len
./utilmy/zutil_features.py:pd_read_file, function, log, log
./utilmy/zutil_features.py:pd_read_file, function, range, [built-In]:range
./utilmy/zutil_features.py:pd_read_file, function, job_list.append, [CLASS]: job_list:append
./utilmy/zutil_features.py:pd_read_file, function, pool.apply_async, [CLASS]: pool:apply_async
./utilmy/zutil_features.py:pd_read_file, function, dfi.drop_duplicates, [CLASS]: dfi:drop_duplicates
./utilmy/zutil_features.py:pd_read_file, function, gc.collect, [CLASS]: gc:collect
./utilmy/zutil_features.py:pd_read_file, function, pd.concat, [CLASS]: pd:concat
./utilmy/zutil_features.py:load_dataset, function, log, log
./utilmy/zutil_features.py:load_dataset, function, fetch_spark_koalas, fetch_spark_koalas
./utilmy/zutil_features.py:load_dataset, function, fetch_dataset, fetch_dataset
./utilmy/zutil_features.py:load_dataset, function, glob.glob, [CLASS]: glob:glob
./utilmy/zutil_features.py:load_dataset, function, ntpath.dirname, [CLASS]: ntpath:dirname
./utilmy/zutil_features.py:load_dataset, function, ntpath.basename, [CLASS]: ntpath:basename
./utilmy/zutil_features.py:load_dataset, function, len, [built-In]:len
./utilmy/zutil_features.py:load_dataset, function, print, [built-In]:print
./utilmy/zutil_features.py:load_dataset, function, pd.read_csv, [CLASS]: pd:read_csv
./utilmy/zutil_features.py:load_dataset, function, fi.endswith, [CLASS]: fi:endswith
./utilmy/zutil_features.py:load_dataset, function, pd.read_parquet, [CLASS]: pd:read_parquet
./utilmy/zutil_features.py:load_dataset, function, pd.read_pickle, [CLASS]: pd:read_pickle
./utilmy/zutil_features.py:load_dataset, function, pd.concat, [CLASS]: pd:concat
./utilmy/zutil_features.py:load_dataset, function, df.head, [CLASS]: df:head
./utilmy/zutil_features.py:load_dataset, function, list, [built-In]:list
./utilmy/zutil_features.py:load_dataset, function, np.arange, [CLASS]: np:arange
./utilmy/zutil_features.py:load_dataset, function, df.set_index, [CLASS]: df:set_index
./utilmy/zutil_features.py:load_dataset, function, pd_read_file, pd_read_file
./utilmy/zutil_features.py:load_dataset, function, dfy.head, [CLASS]: dfy:head
./utilmy/zutil_features.py:load_dataset, function, df.join, [CLASS]: df:join
./utilmy/zutil_features.py:fetch_spark_koalas, function, path_data_x.replace, [CLASS]: path_data_x:replace
./utilmy/zutil_features.py:fetch_spark_koalas, function, ks.read_parquet, [CLASS]: ks:read_parquet
./utilmy/zutil_features.py:fetch_dataset, function, log, log
./utilmy/zutil_features.py:fetch_dataset, function, mkdtemp, mkdtemp
./utilmy/zutil_features.py:fetch_dataset, function, pathlib.Path, [CLASS]: pathlib:Path
./utilmy/zutil_features.py:fetch_dataset, function, mktemp, mktemp
./utilmy/zutil_features.py:fetch_dataset, function, url_dataset.replace, [CLASS]: url_dataset:replace
./utilmy/zutil_features.py:fetch_dataset, function, urlx.replace, [CLASS]: urlx:replace
./utilmy/zutil_features.py:fetch_dataset, function, urlpath.split, [CLASS]: urlpath:split
./utilmy/zutil_features.py:fetch_dataset, function, os.makedirs, [CLASS]: os:makedirs
./utilmy/zutil_features.py:fetch_dataset, function, requests.Session, [CLASS]: requests:Session
./utilmy/zutil_features.py:fetch_dataset, function, s.get, [CLASS]: s:get
./utilmy/zutil_features.py:fetch_dataset, function, print, [built-In]:print
./utilmy/zutil_features.py:fetch_dataset, function, open, [built-In]:open
./utilmy/zutil_features.py:fetch_dataset, function, f.write, [CLASS]: f:write
./utilmy/zutil_features.py:fetch_dataset, function, res.raise_for_status, [CLASS]: res:raise_for_status
./utilmy/zutil_features.py:fetch_dataset, function, urlparse, urlparse
./utilmy/zutil_features.py:fetch_dataset, function, parse_qs, parse_qs
./utilmy/zutil_features.py:fetch_dataset, function, download_googledrive, download_googledrive
./utilmy/zutil_features.py:fetch_dataset, function, download_dtopbox, download_dtopbox
./utilmy/zutil_features.py:fetch_dataset, function, os.listdir, [CLASS]: os:listdir
./utilmy/zutil_features.py:fetch_dataset, function, os.unlink, [CLASS]: os:unlink
./utilmy/zutil_features.py:fetch_dataset, function, os.link, [CLASS]: os:link
./utilmy/zutil_features.py:load_function_uri, function, uri_name.split, [CLASS]: uri_name:split
./utilmy/zutil_features.py:load_function_uri, function, len, [built-In]:len
./utilmy/zutil_features.py:load_function_uri, function, package_path.replace, [CLASS]: package_path:replace
./utilmy/zutil_features.py:load_function_uri, function, getattr, [built-In]:getattr
./utilmy/zutil_features.py:load_function_uri, function, str, [built-In]:str
./utilmy/zutil_features.py:load_function_uri, function, log, log
./utilmy/zutil_features.py:load_function_uri, function, Path, Path
./utilmy/zutil_features.py:load_function_uri, function, NameError, NameError
./utilmy/zutil_features.py:metrics_eval, function, len, [built-In]:len
./utilmy/zutil_features.py:metrics_eval, function, isinstance, [built-In]:isinstance
./utilmy/zutil_features.py:metrics_eval, function, getattr, [built-In]:getattr
./utilmy/zutil_features.py:metrics_eval, function, range, [built-In]:range
./utilmy/zutil_features.py:metrics_eval, function, mval_.append, [CLASS]: mval_:append
./utilmy/zutil_features.py:metrics_eval, function, np.mean, [CLASS]: np:mean
./utilmy/zutil_features.py:metrics_eval, function, np.sqrt, [CLASS]: np:sqrt
./utilmy/zutil_features.py:metrics_eval, function, metric_scorer, metric_scorer
./utilmy/zutil_features.py:metrics_eval, function, pd.DataFrame, [CLASS]: pd:DataFrame
./utilmy/zutil_features.py:pd_stat_dataset_shift, function, print, [built-In]:print
./utilmy/zutil_features.py:pd_stat_dataset_shift, function, pd_stat_datashift_psi, pd_stat_datashift_psi
./utilmy/zutil_features.py:pd_stat_dataset_shift, function, pd.DataFrame, [CLASS]: pd:DataFrame
./utilmy/zutil_features.py:pd_stat_datashift_psi, function, psi, psi
./utilmy/zutil_features.py:pd_stat_datashift_psi, function, scale_range, scale_range
./utilmy/zutil_features.py:pd_stat_datashift_psi, function, np.max, [CLASS]: np:max
./utilmy/zutil_features.py:pd_stat_datashift_psi, function, np.arange, [CLASS]: np:arange
./utilmy/zutil_features.py:pd_stat_datashift_psi, function, np.min, [CLASS]: np:min
./utilmy/zutil_features.py:pd_stat_datashift_psi, function, np.stack, [CLASS]: np:stack
./utilmy/zutil_features.py:pd_stat_datashift_psi, function, np.histogram, [CLASS]: np:histogram
./utilmy/zutil_features.py:pd_stat_datashift_psi, function, len, [built-In]:len
./utilmy/zutil_features.py:pd_stat_datashift_psi, function, sub_psi, sub_psi
./utilmy/zutil_features.py:pd_stat_datashift_psi, function, np.log, [CLASS]: np:log
./utilmy/zutil_features.py:pd_stat_datashift_psi, function, np.sum, [CLASS]: np:sum
./utilmy/zutil_features.py:pd_stat_datashift_psi, function, range, [built-In]:range
./utilmy/zutil_features.py:pd_stat_datashift_psi, function, np.empty, [CLASS]: np:empty
./utilmy/zutil_features.py:feature_importance_perm, function, permutation_importance, permutation_importance
./utilmy/zutil_features.py:feature_importance_perm, function, list, [built-In]:list
./utilmy/zutil_features.py:feature_importance_perm, function, pd.DataFrame, [CLASS]: pd:DataFrame
./utilmy/zutil_features.py:feature_importance_perm, function, np.arange, [CLASS]: np:arange
./utilmy/zutil_features.py:feature_importance_perm, function, min, [built-In]:min
./utilmy/zutil_features.py:feature_importance_perm, function, len, [built-In]:len
./utilmy/zutil_features.py:feature_importance_perm, function, plt.subplots, [CLASS]: plt:subplots
./utilmy/zutil_features.py:feature_importance_perm, function, ax1.boxplot, [CLASS]: ax1:boxplot
./utilmy/zutil_features.py:feature_importance_perm, function, ax1.set_yticklabels, [CLASS]: ax1:set_yticklabels
./utilmy/zutil_features.py:feature_importance_perm, function, ax1.set_ylim, [CLASS]: ax1:set_ylim
./utilmy/zutil_features.py:feature_importance_perm, function, fig.tight_layout, [CLASS]: fig:tight_layout
./utilmy/zutil_features.py:feature_importance_perm, function, plt.show, [CLASS]: plt:show
./utilmy/zutil_features.py:feature_selection_multicolinear, function, list, [built-In]:list
./utilmy/zutil_features.py:feature_selection_multicolinear, function, spearmanr, spearmanr
./utilmy/zutil_features.py:feature_selection_multicolinear, function, hierarchy.ward, [CLASS]: hierarchy:ward
./utilmy/zutil_features.py:feature_selection_multicolinear, function, hierarchy.fcluster, [CLASS]: hierarchy:fcluster
./utilmy/zutil_features.py:feature_selection_multicolinear, function, defaultdict, defaultdict
./utilmy/zutil_features.py:feature_selection_multicolinear, function, enumerate, [built-In]:enumerate
./utilmy/zutil_features.py:feature_selection_multicolinear, function, cluster_id_to_feature_ids.values, [CLASS]: cluster_id_to_feature_ids:values
./utilmy/zutil_features.py:feature_correlation_cat, function, plt.subplots, [CLASS]: plt:subplots
./utilmy/zutil_features.py:feature_correlation_cat, function, spearmanr, spearmanr
./utilmy/zutil_features.py:feature_correlation_cat, function, hierarchy.ward, [CLASS]: hierarchy:ward
./utilmy/zutil_features.py:feature_correlation_cat, function, hierarchy.dendrogram, [CLASS]: hierarchy:dendrogram
./utilmy/zutil_features.py:feature_correlation_cat, function, np.arange, [CLASS]: np:arange
./utilmy/zutil_features.py:feature_correlation_cat, function, len, [built-In]:len
./utilmy/zutil_features.py:feature_correlation_cat, function, ax2.imshow, [CLASS]: ax2:imshow
./utilmy/zutil_features.py:feature_correlation_cat, function, ax2.set_xticks, [CLASS]: ax2:set_xticks
./utilmy/zutil_features.py:feature_correlation_cat, function, ax2.set_yticks, [CLASS]: ax2:set_yticks
./utilmy/zutil_features.py:feature_correlation_cat, function, ax2.set_xticklabels, [CLASS]: ax2:set_xticklabels
./utilmy/zutil_features.py:feature_correlation_cat, function, ax2.set_yticklabels, [CLASS]: ax2:set_yticklabels
./utilmy/zutil_features.py:feature_correlation_cat, function, fig.tight_layout, [CLASS]: fig:tight_layout
./utilmy/zutil_features.py:feature_correlation_cat, function, plt.show, [CLASS]: plt:show
./utilmy/zutil_features.py:pd_feature_generate_cross, function, len, [built-In]:len
./utilmy/zutil_features.py:pd_feature_generate_cross, function, itertools.combinations, [CLASS]: itertools:combinations
./utilmy/zutil_features.py:pd_feature_generate_cross, function, range, [built-In]:range
./utilmy/zutil_features.py:pd_feature_generate_cross, function, y.sum, [CLASS]: y:sum
./utilmy/zutil_features.py:pd_feature_generate_cross, function, col_cross.append, [CLASS]: col_cross:append
./utilmy/zutil_features.py:pd_col_to_onehot, function, copy.deepcopy, [CLASS]: copy:deepcopy
./utilmy/zutil_features.py:pd_col_to_onehot, function, list, [built-In]:list
./utilmy/zutil_features.py:pd_col_to_onehot, function, len, [built-In]:len
./utilmy/zutil_features.py:pd_col_to_onehot, function, print, [built-In]:print
./utilmy/zutil_features.py:pd_col_to_onehot, function, pd.concat, [CLASS]: pd:concat
./utilmy/zutil_features.py:pd_col_to_onehot, function, pd.get_dummies, [CLASS]: pd:get_dummies
./utilmy/zutil_features.py:pd_col_to_onehot, function, coladded.append, [CLASS]: coladded:append
./utilmy/zutil_features.py:pd_colcat_mergecol, function, pd.DataFrame, [CLASS]: pd:DataFrame
./utilmy/zutil_features.py:pd_colcat_mergecol, function, t.rfind, [CLASS]: t:rfind
./utilmy/zutil_features.py:pd_colcat_mergecol, function, int, [built-In]:int
./utilmy/zutil_features.py:pd_colcat_mergecol, function, print, [built-In]:print
./utilmy/zutil_features.py:pd_colcat_mergecol, function, dfz.set_index, [CLASS]: dfz:set_index
./utilmy/zutil_features.py:pd_colcat_tonum, function, pd.DataFrame, [CLASS]: pd:DataFrame
./utilmy/zutil_features.py:pd_colcat_tonum, function, dict, [built-In]:dict
./utilmy/zutil_features.py:pd_colcat_tonum, function, pd.unique, [CLASS]: pd:unique
./utilmy/zutil_features.py:pd_colcat_tonum, function, len, [built-In]:len
./utilmy/zutil_features.py:pd_colcat_tonum, function, pd.factorize, [CLASS]: pd:factorize
./utilmy/zutil_features.py:pd_colcat_tonum, function, pd.get_dummies, [CLASS]: pd:get_dummies
./utilmy/zutil_features.py:pd_colcat_tonum, function, pd.concat, [CLASS]: pd:concat
./utilmy/zutil_features.py:pd_colcat_mapping, function, enumerate, [built-In]:enumerate
./utilmy/zutil_features.py:pd_colcat_toint, function, isinstance, [built-In]:isinstance
./utilmy/zutil_features.py:pd_colcat_toint, function, pd.DataFrame, [CLASS]: pd:DataFrame
./utilmy/zutil_features.py:pd_colcat_toint, function, print, [built-In]:print
./utilmy/zutil_features.py:pd_colcat_toint, function, ddict.get, [CLASS]: ddict:get
./utilmy/zutil_features.py:pd_colcat_toint, function, colname_new.append, [CLASS]: colname_new:append
./utilmy/zutil_features.py:pd_colcat_toint, function, enumerate, [built-In]:enumerate
./utilmy/zutil_features.py:pd_colnum_tocat, function, list, [built-In]:list
./utilmy/zutil_features.py:pd_colnum_tocat, function, OrderedDict, OrderedDict
./utilmy/zutil_features.py:pd_colnum_tocat, function, bin_create, bin_create
./utilmy/zutil_features.py:pd_colnum_tocat, function, dfc.min, [CLASS]: dfc:min
./utilmy/zutil_features.py:pd_colnum_tocat, function, dfc.max, [CLASS]: dfc:max
./utilmy/zutil_features.py:pd_colnum_tocat, function, range, [built-In]:range
./utilmy/zutil_features.py:pd_colnum_tocat, function, bin_create_quantile, bin_create_quantile
./utilmy/zutil_features.py:pd_colnum_tocat, function, np.arange, [CLASS]: np:arange
./utilmy/zutil_features.py:pd_colnum_tocat, function, dfc.quantile, [CLASS]: dfc:quantile
./utilmy/zutil_features.py:pd_colnum_tocat, function, print, [built-In]:print
./utilmy/zutil_features.py:pd_colnum_tocat, function, colbinmap.get, [CLASS]: colbinmap:get
./utilmy/zutil_features.py:pd_colnum_tocat, function, len, [built-In]:len
./utilmy/zutil_features.py:pd_colnum_tocat, function, pd.cut, [CLASS]: pd:cut
./utilmy/zutil_features.py:pd_colnum_tocat, function, df.groupby, [CLASS]: df:groupby
./utilmy/zutil_features.py:pd_colnum_tocat, function, colnew.append, [CLASS]: colnew:append
./utilmy/zutil_features.py:pd_colnum_normalize, function, np.log, [CLASS]: np:log
./utilmy/zutil_features.py:pd_colnum_normalize, function, max, [built-In]:max
./utilmy/zutil_features.py:pd_colnum_normalize, function, min, [built-In]:min
./utilmy/zutil_features.py:pd_colnum_normalize, function, log, log
./utilmy/zutil_features.py:pd_colnum_normalize, function, list, [built-In]:list
./utilmy/zutil_features.py:pd_col_merge_onehot, function, t[len, t[len
./utilmy/zutil_features.py:pd_col_merge_onehot, function, len, [built-In]:len
./utilmy/zutil_features.py:pd_col_merge_onehot, function, merge_array.append, [CLASS]: merge_array:append
./utilmy/zutil_features.py:pd_col_to_num, function, to_float, to_float
./utilmy/zutil_features.py:pd_col_to_num, function, float, [built-In]:float
./utilmy/zutil_features.py:pd_col_to_num, function, list, [built-In]:list
./utilmy/zutil_features.py:pd_col_filter, function, col_delete.append, [CLASS]: col_delete:append
./utilmy/zutil_features.py:pd_col_filter, function, df.drop, [CLASS]: df:drop
./utilmy/zutil_features.py:pd_col_fillna, function, list, [built-In]:list
./utilmy/zutil_features.py:pd_col_fillna, function, df.groupby, [CLASS]: df:groupby
./utilmy/zutil_features.py:pd_col_fillna, function, print, [built-In]:print
./utilmy/zutil_features.py:pd_pipeline_apply, function, copy.deepcopy, [CLASS]: copy:deepcopy
./utilmy/zutil_features.py:pd_pipeline_apply, function, enumerate, [built-In]:enumerate
./utilmy/zutil_features.py:pd_pipeline_apply, function, print, [built-In]:print
./utilmy/zutil_features.py:pd_pipeline_apply, function, str, [built-In]:str
./utilmy/zutil_features.py:pd_stat_correl_pair, function, list, [built-In]:list
./utilmy/zutil_features.py:pd_stat_correl_pair, function, target_corr.append, [CLASS]: target_corr:append
./utilmy/zutil_features.py:pd_stat_correl_pair, function, pd.DataFrame, [CLASS]: pd:DataFrame
./utilmy/zutil_features.py:pd_stat_correl_pair, function, len, [built-In]:len
./utilmy/zutil_features.py:pd_stat_pandas_profile, function, print, [built-In]:print
./utilmy/zutil_features.py:pd_stat_pandas_profile, function, df.profile_report, [CLASS]: df:profile_report
./utilmy/zutil_features.py:pd_stat_pandas_profile, function, profile.to_file, [CLASS]: profile:to_file
./utilmy/zutil_features.py:pd_stat_pandas_profile, function, profile.get_rejected_variables, [CLASS]: profile:get_rejected_variables
./utilmy/zutil_features.py:pd_stat_distribution_colnum, function, df.sample, [CLASS]: df:sample
./utilmy/zutil_features.py:pd_stat_distribution_colnum, function, getstat, getstat
./utilmy/zutil_features.py:pd_stat_distribution_colnum, function, str, [built-In]:str
./utilmy/zutil_features.py:pd_stat_distribution_colnum, function, len, [built-In]:len
./utilmy/zutil_features.py:pd_stat_distribution_colnum, function, pd.DataFrame, [CLASS]: pd:DataFrame
./utilmy/zutil_features.py:pd_stat_distribution_colnum, function, pd.concat, [CLASS]: pd:concat
./utilmy/zutil_features.py:pd_stat_distribution_colnum, function, print, [built-In]:print
./utilmy/zutil_features.py:pd_stat_distribution_colnum, function, np.arange, [CLASS]: np:arange
./utilmy/zutil_features.py:pd_stat_histogram, function, np.histogram, [CLASS]: np:histogram
./utilmy/zutil_features.py:pd_stat_histogram, function, pd.DataFrame, [CLASS]: pd:DataFrame
./utilmy/zutil_features.py:col_extractname, function, len, [built-In]:len
./utilmy/zutil_features.py:col_extractname, function, colnew.append, [CLASS]: colnew:append
./utilmy/zutil_features.py:col_remove, function, cols.remove, [CLASS]: cols:remove
